date,transactions_bitcoin
2023-04-02,341622
2023-04-03,332870
2023-04-04,421130
2023-04-05,346885
2023-04-06,354019
2023-04-07,355031
2023-04-08,318505
2023-04-09,278404
2023-04-10,289625
2023-04-11,385002
2023-04-12,338102
2023-04-13,332042
2023-04-14,315959
2023-04-15,276185
2023-04-16,232268
2023-04-17,316193
2023-04-18,312522
2023-04-19,301722
2023-04-20,296683
2023-04-21,352218
2023-04-22,354752
2023-04-23,432760
2023-04-24,360173
2023-04-25,369843
2023-04-26,436461
2023-04-27,418912
2023-04-28,483522
2023-04-29,486031
2023-04-30,568516
2023-05-01,682281
2023-05-02,457708
2023-05-03,489559
2023-05-04,491123
2023-05-05,411429
2023-05-06,601134
2023-05-07,607883
2023-05-08,575051
2023-05-09,598256
2023-05-10,671668
2023-05-11,546549
2023-05-12,509159
2023-05-13,575640
2023-05-14,631677
2023-05-15,526379
2023-05-16,566462
2023-05-17,583454
2023-05-18,476704
2023-05-19,515474
2023-05-20,423736
2023-05-21,486625
2023-05-22,499281
2023-05-23,519870
2023-05-24,405521
2023-05-25,460167
2023-05-26,532373
2023-05-27,471633
2023-05-28,496158
2023-05-29,550324
2023-05-30,515246
2023-05-31,421579
2023-06-01,355986
2023-06-02,479437
2023-06-03,381453
2023-06-04,364020
2023-06-05,359254
2023-06-06,462072
2023-06-07,433781
2023-06-08,407006
2023-06-09,387084
2023-06-10,365369
2023-06-11,399201
2023-06-12,370634
2023-06-13,410483
2023-06-14,330658
2023-06-15,423069
2023-06-16,512202
2023-06-17,475252
2023-06-18,439868
2023-06-19,415604
2023-06-20,447715
2023-06-21,363280
2023-06-22,392041
2023-06-23,374001
2023-06-24,361437
2023-06-25,382769
2023-06-26,403979
2023-06-27,434858
2023-06-28,331278
2023-06-29,438193
2023-06-30,445197
2023-07-01,324274
2023-07-02,309920
2023-07-03,328114
2023-07-04,375807
2023-07-05,496227
2023-07-06,392688
2023-07-07,556014
2023-07-08,573697
2023-07-09,594265
2023-07-10,507115
2023-07-11,432293
2023-07-12,478320
2023-07-13,375859
2023-07-14,421666
2023-07-15,484980
2023-07-16,595145
2023-07-17,428612
2023-07-18,582684
2023-07-19,480249
2023-07-20,400400
2023-07-21,323847
2023-07-22,288750
2023-07-23,559624
2023-07-24,529923
2023-07-25,462586
2023-07-26,452746
2023-07-27,413038
2023-07-28,449225
2023-07-29,423119
2023-07-30,645854
2023-07-31,445666
2023-08-01,412219
2023-08-02,390768
2023-08-03,476007
2023-08-04,318486
2023-08-05,500723
2023-08-06,607275
2023-08-07,427534
2023-08-08,331194
2023-08-09,506746
2023-08-10,358039
2023-08-11,506538
2023-08-12,503934
2023-08-13,497112
2023-08-14,568517
2023-08-15,583063
2023-08-16,566878
2023-08-17,502274
2023-08-18,423207
2023-08-19,519780
2023-08-20,612461
2023-08-21,550074
2023-08-22,420857
2023-08-23,417822
2023-08-24,399151
2023-08-25,425192
2023-08-26,497513
2023-08-27,413594
2023-08-28,331345
2023-08-29,500301
2023-08-30,408001
2023-08-31,437435
2023-09-01,419548
2023-09-02,539748
2023-09-03,625257
2023-09-04,573196
2023-09-05,462093
2023-09-06,485357
2023-09-07,537939
2023-09-08,414799
2023-09-09,597409
2023-09-10,558395
2023-09-11,459132
2023-09-12,462328
2023-09-13,512446
2023-09-14,576215
2023-09-15,703692
2023-09-16,593144
2023-09-17,611220
2023-09-18,635845
2023-09-19,493887
2023-09-20,551783
2023-09-21,431540
2023-09-22,441679
2023-09-23,629617
2023-09-24,441181
2023-09-25,285750
2023-09-26,309789
2023-09-27,337265
2023-09-28,378975
2023-09-29,330269
2023-09-30,275474
2023-10-01,320516
2023-10-02,344263
2023-10-03,310664
2023-10-04,287430
2023-10-05,319310
2023-10-06,298650
2023-10-07,244567
2023-10-08,242440
2023-10-09,283648
2023-10-10,285060
2023-10-11,264600
2023-10-12,267090
2023-10-13,279518
2023-10-14,265220
2023-10-15,251923
2023-10-16,299782
2023-10-17,294257
2023-10-18,271345
2023-10-19,282007
2023-10-20,295888
2023-10-21,270621
2023-10-22,252457
2023-10-23,301780
2023-10-24,373854
2023-10-25,476549
2023-10-26,431256
2023-10-27,452816
2023-10-28,564383
2023-10-29,410290
2023-10-30,463202
2023-10-31,433751
2023-11-01,463644
2023-11-02,403541
2023-11-03,452354
2023-11-04,698917
2023-11-05,673375
2023-11-06,439319
2023-11-07,450371
2023-11-08,583201
2023-11-09,573466
2023-11-10,523831
2023-11-11,627529
2023-11-12,703327
2023-11-13,428507
2023-11-14,523422
2023-11-15,561942
2023-11-16,628426
2023-11-17,536644
2023-11-18,629266
2023-11-19,710579
2023-11-20,640670
2023-11-21,522593
2023-11-22,535829
2023-11-23,587706
2023-11-24,623898
2023-11-25,617234
2023-11-26,578484
2023-11-27,479487
2023-11-28,447662
2023-11-29,360588
2023-11-30,411882
2023-12-01,496468
2023-12-02,429362
2023-12-03,707876
2023-12-04,570395
2023-12-05,514962
2023-12-06,467795
2023-12-07,372050
2023-12-08,411456
2023-12-09,587398
2023-12-10,536175
2023-12-11,525486
2023-12-12,543162
2023-12-13,587920
2023-12-14,570985
2023-12-15,632636
2023-12-16,638144
2023-12-17,616808
2023-12-18,640936
2023-12-19,662880
2023-12-20,582506
2023-12-21,588137
2023-12-22,625531
2023-12-23,608479
2023-12-24,723459
2023-12-25,535741
2023-12-26,553693
2023-12-27,545556
2023-12-28,417180
2023-12-29,581449
2023-12-30,533823
2023-12-31,731351
2024-01-01,657752
2024-01-02,367319
2024-01-03,502749
2024-01-04,482557
2024-01-05,420884
2024-01-06,382140
2024-01-07,348688
2024-01-08,414359
2024-01-09,468088
2024-01-10,383774
2024-01-11,449075
2024-01-12,375872
2024-01-13,652483
2024-01-14,591806
2024-01-15,408499
2024-01-16,470122
2024-01-17,449415
2024-01-18,484017
2024-01-19,460763
2024-01-20,563331
2024-01-21,600202
2024-01-22,457620
2024-01-23,368462
2024-01-24,372499
2024-01-25,340188
2024-01-26,493218
2024-01-27,597446
2024-01-28,636523
2024-01-29,575203
2024-01-30,523509
2024-01-31,444450
2024-02-01,413272
2024-02-02,429732
2024-02-03,515539
2024-02-04,336211
2024-02-05,281482
2024-02-06,278093
2024-02-07,427538
2024-02-08,285101
2024-02-09,334084
2024-02-10,399252
2024-02-11,329938
2024-02-12,409911
2024-02-13,313178
2024-02-14,296717
2024-02-15,303306
2024-02-16,312782
2024-02-17,327713
2024-02-18,343417
2024-02-19,366108
2024-02-20,397096
2024-02-21,369949
2024-02-22,365090
2024-02-23,409204
2024-02-24,340419
2024-02-25,418801
2024-02-26,356184
2024-02-27,387598
2024-02-28,413800
2024-02-29,407090
2024-03-01,419284
2024-03-02,339311
2024-03-03,385447
2024-03-04,361258
2024-03-05,424347
2024-03-06,381934
2024-03-07,436344
2024-03-08,426928
2024-03-09,359029
2024-03-10,368196
2024-03-11,394098
2024-03-12,341867
2024-03-13,390118
2024-03-14,329706
2024-03-15,307904
2024-03-16,355760
2024-03-17,366109
2024-03-18,416270
2024-03-19,463952
2024-03-20,361515
2024-03-21,327642
2024-03-22,339533
2024-03-23,326610
2024-03-24,331527
2024-03-25,317064
2024-03-26,317742
2024-03-27,355902
2024-03-28,428670
2024-03-29,449421
2024-03-30,490072
2024-03-31,319675
2024-04-01,326410
2024-04-02,357709
2024-04-03,372978
2024-04-04,320607
2024-04-05,348637
2024-04-06,433591
2024-04-07,526130
2024-04-08,455617
2024-04-09,453811
2024-04-10,531054
2024-04-11,476241
2024-04-12,448489
2024-04-13,507173
2024-04-14,473328
2024-04-15,503358
2024-04-16,454669
2024-04-17,385606
2024-04-18,418095
2024-04-19,393190
2024-04-20,631001
2024-04-21,641668
2024-04-22,671771
2024-04-23,927010
2024-04-24,606713
2024-04-25,523070
2024-04-26,445519
2024-04-27,452967
2024-04-28,487521
2024-04-29,403064
2024-04-30,498085
2024-05-01,478881
2024-05-02,559839
2024-05-03,442742
2024-05-04,660263
2024-05-05,625998
2024-05-06,519817
2024-05-07,372643
2024-05-08,450856
2024-05-09,517193
2024-05-10,713791
2024-05-11,719306
2024-05-12,557164
2024-05-13,554780
2024-05-14,422043
2024-05-15,493012
2024-05-16,476659
2024-05-17,573492
2024-05-18,401264
2024-05-19,644119
2024-05-20,626995
2024-05-21,545041
2024-05-22,583279
2024-05-23,744761
2024-05-24,736439
2024-05-25,835040
2024-05-26,852655
2024-05-27,551610
2024-05-28,596790
2024-05-29,725428
2024-05-30,510417
2024-05-31,701471
2024-06-01,740030
2024-06-02,729202
2024-06-03,769224
2024-06-04,627980
2024-06-05,562049
2024-06-06,613472
2024-06-07,263982
2024-06-08,509927
2024-06-09,767920
2024-06-10,658037
2024-06-11,463737
2024-06-12,690560
2024-06-13,731254
2024-06-14,604349
2024-06-15,452945
2024-06-16,461748
2024-06-17,441215
2024-06-18,617202
2024-06-19,634554
2024-06-20,532756
2024-06-21,592843
2024-06-22,681420
2024-06-23,492352
2024-06-24,528326
2024-06-25,536347
2024-06-26,490817
2024-06-27,414624
2024-06-28,593984
2024-06-29,712249
2024-06-30,505127
2024-07-01,611062
2024-07-02,592285
2024-07-03,545044
2024-07-04,538097
2024-07-05,490537
2024-07-06,658042
2024-07-07,673752
2024-07-08,593010
2024-07-09,654037
2024-07-10,631745
2024-07-11,642066
2024-07-12,658355
2024-07-13,735686
2024-07-14,586548
2024-07-15,552901
2024-07-16,529056
2024-07-17,615870
2024-07-18,445574
2024-07-19,507940
2024-07-20,680335
2024-07-21,859629
2024-07-22,824999
2024-07-23,838977
2024-07-24,596458
2024-07-25,719711
2024-07-26,459067
2024-07-27,445730
2024-07-28,753703
2024-07-29,826129
2024-07-30,683096
2024-07-31,562819
2024-08-01,544430
2024-08-02,410113
2024-08-03,504062
2024-08-04,524595
2024-08-05,548857
2024-08-06,485173
2024-08-07,380097
2024-08-08,487399
2024-08-09,396419
2024-08-10,548777
2024-08-11,644814
2024-08-12,450024
2024-08-13,579618
2024-08-14,504701
2024-08-15,660924
2024-08-16,575811
2024-08-17,702540
2024-08-18,769702
2024-08-19,553394
2024-08-20,717337
2024-08-21,687685
2024-08-22,795102
2024-08-23,799839
2024-08-24,794380
2024-08-25,705838
2024-08-26,600722
2024-08-27,673811
2024-08-28,733530
2024-08-29,524362
2024-08-30,542101
2024-08-31,701952
2024-09-01,651871
2024-09-02,754904
2024-09-03,582751
2024-09-04,722736
2024-09-05,721251
2024-09-06,667267
2024-09-07,781426
2024-09-08,910083
2024-09-09,572398
2024-09-10,568630
2024-09-11,411402
2024-09-12,563521
2024-09-13,419047
2024-09-14,638989
2024-09-15,712474
2024-09-16,504540
2024-09-17,539113
2024-09-18,541476
2024-09-19,455707
2024-09-20,526390
2024-09-21,557444
2024-09-22,628230
2024-09-23,580102
2024-09-24,532220
2024-09-25,503460
2024-09-26,474766
2024-09-27,451723
2024-09-28,507707
2024-09-29,687427
2024-09-30,594224
2024-10-01,632894
2024-10-02,590981
2024-10-03,582777
2024-10-04,561425
2024-10-05,757575
2024-10-06,742158
2024-10-07,717700
2024-10-08,719458
2024-10-09,536887
2024-10-10,746211
2024-10-11,633252
2024-10-12,736321
2024-10-13,648739
2024-10-14,611683
2024-10-15,646891
2024-10-16,708342
2024-10-17,653027
2024-10-18,474279
2024-10-19,735561
2024-10-20,778073
2024-10-21,835011
2024-10-22,700174
2024-10-23,665187
2024-10-24,681834
2024-10-25,524014
2024-10-26,597744
2024-10-27,700814
2024-10-28,702824
2024-10-29,614981
2024-10-30,682099
2024-10-31,562237
2024-11-01,547888
2024-11-02,544612
2024-11-03,455402
2024-11-04,456826
2024-11-05,465286
2024-11-06,501641
2024-11-07,553047
2024-11-08,497146
2024-11-09,577368
2024-11-10,558278
2024-11-11,462458
2024-11-12,503677
2024-11-13,570979
2024-11-14,503566
2024-11-15,562223
2024-11-16,602655
2024-11-17,598496
2024-11-18,673308
2024-11-19,810805
2024-11-20,664866
2024-11-21,498512
2024-11-22,540305
2024-11-23,444699
2024-11-24,463289
2024-11-25,604870
2024-11-26,475689
2024-11-27,462119
2024-11-28,523480
2024-11-29,341781
2024-11-30,640943
2024-12-01,698223
2024-12-02,311811
2024-12-03,439519
2024-12-04,502912
2024-12-05,512490
2024-12-06,414643
2024-12-07,456101
2024-12-08,420320
2024-12-09,403264
2024-12-10,441944
2024-12-11,481168
2024-12-12,474978
2024-12-13,523585
2024-12-14,517482
2024-12-15,378527
2024-12-16,412747
2024-12-17,419707
2024-12-18,414366
2024-12-19,437574
2024-12-20,398670
2024-12-21,330225
2024-12-22,336217
2024-12-23,292681
2024-12-24,326570
2024-12-25,405831
2024-12-26,298916
2024-12-27,348241
2024-12-28,298580
2024-12-29,419112
2024-12-30,374721
2024-12-31,312513
2025-01-01,292213
2025-01-02,402440
2025-01-03,409341
2025-01-04,432302
2025-01-05,433954
2025-01-06,366260
2025-01-07,352121
2025-01-08,399976
2025-01-09,534013
2025-01-10,408769
2025-01-11,361190
2025-01-12,380525
2025-01-13,408248
2025-01-14,352684
2025-01-15,354014
2025-01-16,375439
2025-01-17,425661
2025-01-18,360666
2025-01-19,388509
2025-01-20,350291
2025-01-21,324412
2025-01-22,432369
2025-01-23,326010
2025-01-24,369243
2025-01-25,338988
2025-01-26,309651
2025-01-27,332102
2025-01-28,305953
2025-01-29,355332
2025-01-30,335134
2025-01-31,328684
2025-02-01,357439
2025-02-02,383258
2025-02-03,360484
2025-02-04,308619
2025-02-05,381126
2025-02-06,428326
2025-02-07,498394
2025-02-08,469138
2025-02-09,385420
2025-02-10,359522
2025-02-11,337513
2025-02-12,386539
2025-02-13,379906
2025-02-14,346002
2025-02-15,306930
2025-02-16,300091
2025-02-17,333466
2025-02-18,422709
2025-02-19,448569
2025-02-20,480465
2025-02-21,459909
2025-02-22,551849
2025-02-23,572814
2025-02-24,514086
2025-02-25,497063
2025-02-26,403575
2025-02-27,325162
2025-02-28,386183
2025-03-01,290895
2025-03-02,264912
2025-03-03,374224
2025-03-04,304773
2025-03-05,309176
2025-03-06,370349
2025-03-07,313588
2025-03-08,292451
2025-03-09,300380
2025-03-10,446224
2025-03-11,376740
2025-03-12,428828
2025-03-13,532638
2025-03-14,439189
2025-03-15,473428
2025-03-16,471115
2025-03-17,380493
2025-03-18,369237
2025-03-19,441661
2025-03-20,337973
2025-03-21,321230
2025-03-22,413839
2025-03-23,533755
2025-03-24,483673
2025-03-25,505859
2025-03-26,515068
2025-03-27,437476
2025-03-28,397685
2025-03-29,290139
2025-03-30,305206
2025-03-31,318279
2025-04-01,356323
2025-04-02,399055
2025-04-03,392043
2025-04-04,429861
2025-04-05,293474
2025-04-06,279475
2025-04-07,309387
2025-04-08,363972
2025-04-09,317312
2025-04-10,322464
2025-04-11,405030
2025-04-12,102801
